metabolite_solar,mz_solar,rt_solar,cpd,aa_cho_lipid,pathways_solar,main_sp_pthw_solar,main_sp_pthw_categorized_solar,exposure,p_value_solar,t_score_solar,beta_solar,conf_low_solar,conf_high_solar,mode_solar,super_pathway_solar,q_value_solar,cpdnum_solar,cpd_sig_solar,exposure2,metabolite_chs,mz_chs,rt_chs,pathways_chs,main_sp_pthw_chs,main_sp_pthw_categorized_chs,p_value_chs,t_score_chs,beta_chs,conf_low_chs,conf_high_chs,mode_chs,super_pathway_chs,q_value_chs,cpdnum_chs,cpd_sig_chs,sig
261.22120171023_21.2156475860407,261.22120171023,21.2156475860407,C00535; C00674; C01227; C03772; C04518; C05138; C05139; C05294; C05485; C06426; C06427; C14497; C14762; C14825; C14826; C18038; C18045; C18075; dhea,Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Arachidonic acid metabolism; Omega-3 fatty acid metabolism; Glycerophospholipid metabolism; De novo fatty acid biosynthesis; Fatty acid activation; Linoleate metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,hexachlorobenzene_impute,0.651780590855063,-0.451765141943372,-0.0279664629297797,-0.149813403401806,0.0938804775422471,positive,Multiple/other,1,261,,HCB,261.221258029721_35.65868515,261.221258029721,35.65868515,C21-steroid hormone biosynthesis and metabolism; Linoleate metabolism; Arachidonic acid metabolism; Omega-3 fatty acid metabolism; De novo fatty acid biosynthesis; Fatty acid activation; Glycerophospholipid metabolism; Linoleate metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,Lipid metabolism; Steroid hormone metabolism; Lipid metabolism,0.497124529170445,-0.680963668289781,-0.0988068921280757,-0.385909312302564,0.188295528046413,positive,Multiple/other,1,144,,Not-sig
182.075221650779_30.9651574022518,182.075221650779,30.9651574022518,C07480; C13747,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,hexachlorobenzene_impute,0.660871462994353,-0.439167945991981,-0.026777228444875,-0.146789261707275,0.0932348048175251,positive,Multiple/other,1,263,,HCB,182.075464660362_264.7745842,182.075464660362,264.7745842,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,0.141114676447583,-1.48080958750374,-0.215262650851253,-0.502898506191847,0.0723732044893418,positive,Multiple/other,1,58,,Not-sig
182.075221650779_30.9651574022518,182.075221650779,30.9651574022518,C07480; C13747,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,hexachlorobenzene_impute,0.660871462994353,-0.439167945991981,-0.026777228444875,-0.146789261707275,0.0932348048175251,positive,Multiple/other,1,263,,HCB,153.077203430834_94.3654685,153.077203430834,94.3654685,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,0.213277981347808,1.25083022284528,0.181412091703121,-0.105561161025416,0.468385344431659,positive,Multiple/other,1,75,,Not-sig
146.060004124652_37.1189178056564,146.060004124652,37.1189178056564,C00082; C01717; C05635; C16596; CE2174,Amino Acid metab.,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Amino acid metabolism; Xenobiotics biodegradation and metabolism,Amino acid metabolism; Amino acid metabolism; Xenobiotics biodegradation and metabolism,hexachlorobenzene_impute,0.662384398302237,-0.437078296156253,-0.0274709088214837,-0.15118056227317,0.0962387446302023,positive,Multiple/other,1,265,,HCB,146.060026436196_54.88753695,146.060026436196,54.88753695,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Other; Amino acid metabolism; Xenobiotics biodegradation and metabolism,Other Combination of pathways,0.0051885133721967,2.84397915489987,0.398550779010584,0.121262948946948,0.675838609074219,positive,Multiple/other,1,8,,Sig. CHS only
153.077210441932_64.2203649514327,153.077210441932,64.2203649514327,C07480; C13747,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,hexachlorobenzene_impute,0.68940880282853,0.400062935094726,0.0239094958850439,-0.0937242446054819,0.14154323637557,positive,Multiple/other,1,272,,HCB,182.075464660362_264.7745842,182.075464660362,264.7745842,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,0.141114676447583,-1.48080958750374,-0.215262650851253,-0.502898506191847,0.0723732044893418,positive,Multiple/other,1,58,,Not-sig
153.077210441932_64.2203649514327,153.077210441932,64.2203649514327,C07480; C13747,"Amino Acid, Lipid, & CHO metab.",Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,hexachlorobenzene_impute,0.68940880282853,0.400062935094726,0.0239094958850439,-0.0937242446054819,0.14154323637557,positive,Multiple/other,1,272,,HCB,153.077203430834_94.3654685,153.077203430834,94.3654685,Tyrosine metabolism; Tryptophan metabolism,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,Amino acid metabolism; Carbohydrate metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; NA,0.213277981347808,1.25083022284528,0.181412091703121,-0.105561161025416,0.468385344431659,positive,Multiple/other,1,75,,Not-sig
265.03512822029_36.3030901487362,265.03512822029,36.3030901487362,C01185; CE5541,Amino Acid metab.,Vitamin B3 (nicotinate and nicotinamide) metabolism; Tyrosine metabolism,Metabolism of cofactors and vitamins; Amino acid metabolism,Metabolism of cofactors and vitamins; Amino acid metabolism,hexachlorobenzene_impute,0.707991781668026,0.374928142359097,0.0213288439632464,-0.0906430647093128,0.133300752635806,positive,Multiple/other,1,277,,HCB,265.034876259397_56.73689011,265.034876259397,56.73689011,Vitamin B3 (nicotinate and nicotinamide) metabolism; Tyrosine metabolism,Metabolism of cofactors and vitamins; Amino acid metabolism; NA,Metabolism of cofactors and vitamins; Other Combination of pathways,0.734757919379002,-0.339542028049227,-0.0433726338185928,-0.296125339310172,0.209380071672987,positive,Multiple/other,1,184,,Not-sig
228.159558556542_191.945464218838,228.159558556542,191.945464218838,C17335; CE2202; CE2205,Lipid metab.,Bile acid biosynthesis,Lipid metabolism; Metabolism of cofactors and vitamins,Lipid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.708883277150872,-0.373728409157972,-0.0230289159733584,-0.144313942412913,0.0982561104661962,positive,Multiple/other,1,278,,HCB,228.159444803033_36.70768892,228.159444803033,36.70768892,Bile acid biosynthesis,Lipid metabolism,Lipid metabolism,0.162978382805156,1.40319992933004,0.203989815041053,-0.0836589314054023,0.491638561487508,positive,Lipid metabolism,1,249,,Not-sig
228.159558556542_191.945464218838,228.159558556542,191.945464218838,C17335; CE2202; CE2205,Lipid metab.,Bile acid biosynthesis,Lipid metabolism; Metabolism of cofactors and vitamins,Lipid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.708883277150872,-0.373728409157972,-0.0230289159733584,-0.144313942412913,0.0982561104661962,positive,Multiple/other,1,278,,HCB,491.291666448714_37.49405859,491.291666448714,37.49405859,Bile acid biosynthesis,Lipid metabolism,Lipid metabolism,0.971960847021242,-0.0352179052694352,-0.00517145043902264,-0.295722468643837,0.285379567765792,positive,Lipid metabolism,1,377,,Not-sig
215.143248812862_164.000923942131,215.143248812862,164.000923942131,C05298; C05300; CE2180; CE5249; CE5250; CE5253; CE5254,Steroid hormone metab.,Androgen and estrogen biosynthesis and metabolism,Steroid hormone metabolism,Steroid hormone metabolism,hexachlorobenzene_impute,0.725471443931306,0.351500862023089,0.0216736579878626,-0.0996919471729246,0.14303926314865,positive,Multiple/other,1,281,,HCB,215.143046288607_36.44843926,215.143046288607,36.44843926,Androgen and estrogen biosynthesis and metabolism,Steroid hormone metabolism,Steroid hormone metabolism,0.337810129517807,-0.96210648662644,-0.141436109402265,-0.4323140014847,0.149441782680169,positive,Multiple/other,1,103,,Not-sig
88.0394425093171_177.142111294711,88.0394425093171,177.142111294711,C00049; C00065; C00402; C00439; C00740; C02218; C05840,Amino Acid & Lipid metab.,"Arginine and Proline Metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Histidine metabolism; Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Tyrosine metabolism; Alanine and Aspartate Metabolism",Amino acid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; Amino acid metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,Other Combination of pathways; Amino acid metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.73784689466502,0.335031532088406,0.0210583384014888,-0.10265833144126,0.144775008244238,positive,Multiple/other,1,283,,HCB,88.039297750604_105.2989188,88.039297750604,105.2989188,"Urea cycle/amino group metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Alanine and Aspartate Metabolism; Glycine, serine, alanine and threonine metabolism; Methionine and cysteine metabolism; Histidine metabolism; Tyrosine metabolism; Glycine, serine, alanine and threonine metabolism; Methionine and cysteine metabolism; Vitamin B3 (nicotinate and nicotinamide) metabolism",Amino acid metabolism; Energy metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; NA; Amino acid metabolism; Glycan biosynthesis and metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism; Metabolism of cofactors and vitamins,Other Combination of pathways; Amino acid metabolism; Metabolism of cofactors and vitamins,0.105059278435954,1.63237007108895,0.236998499969667,-0.0502782834330324,0.524275283372367,positive,Multiple/other,1,48,,Not-sig
138.048661185163_45.1648239816711,138.048661185163,45.1648239816711,C00262,Nucleotide metab.,Purine metabolism,Nucleotide metabolism,Nucleotide metabolism,hexachlorobenzene_impute,0.750107072065409,-0.318805022448464,-0.0195328052012213,-0.140127795952252,0.10106218554981,positive,Multiple/other,1,287,,HCB,138.04866747313_69.20560778,138.04866747313,69.20560778,Purine metabolism,Nucleotide metabolism,Nucleotide metabolism,0.208061053578135,1.26530352894249,0.183763016871215,-0.103604019135728,0.471130052878159,positive,Nucleotide metabolism,1,585,,Not-sig
137.071781395753_43.609535386002,137.071781395753,43.609535386002,1mncam; C02918,Metab. of cofactors and vit.,Vitamin B3 (nicotinate and nicotinamide) metabolism,Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.763031211973863,0.301790354357104,0.0184175207660787,-0.101702560538077,0.138537602070234,positive,Multiple/other,1,290,,HCB,137.070989809157_67.09167678,137.070989809157,67.09167678,Vitamin B3 (nicotinate and nicotinamide) metabolism,Metabolism of cofactors and vitamins,Metabolism of cofactors and vitamins,0.00116283294788901,3.3226276556109,0.47600806032121,0.192538658730302,0.759477461912118,positive,Multiple/other,0.4686188186724315,6,,Sig. CHS only
104.070732131361_55.2920177829494,104.070732131361,55.2920177829494,C00025; C00217; C00334; C00430; C01026; C01110; C01157; C01165; C01205; C02356; C03284; C03440; C05145; C05938,"Amino Acid, Lipid, & CHO metab.","Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Tryptophan metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Histidine metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Carbohydrate metabolism; Nucleotide metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,Other Combination of pathways; Amino acid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.772864934906144,-0.288902954859909,-0.0178155023085534,-0.139192360671631,0.103561356054524,positive,Multiple/other,1,292,,HCB,104.070576199048_91.67682051,104.070576199048,91.67682051,"Tyrosine metabolism; Urea cycle/amino group metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutathione Metabolism; Glutamate metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Histidine metabolism; Lysine metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutamate metabolism; Beta-Alanine metabolism; Aspartate and asparagine metabolism; Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Nucleotide metabolism; Amino acid metabolism; Carbohydrate metabolism; Nucleotide metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,Other Combination of pathways; Amino acid metabolism; Metabolism of cofactors and vitamins,0.0132862413944571,2.5109458556968,0.333605348007744,0.0707182865622292,0.59649240945326,positive,Multiple/other,1,15,,Sig. CHS only
433.330990250479_22.4405266826437,433.330990250479,22.4405266826437,C04722; C17335; CE2202; CE2205; dlnlcgcrn,Lipid metab.,Bile acid biosynthesis; Carnitine shuttle,Lipid metabolism; Lipid metabolism; Metabolism of cofactors and vitamins,Lipid metabolism; Lipid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.792990302388856,-0.262674870326719,-0.0161026991610457,-0.136764542871042,0.10455914454895,positive,Multiple/other,1,296,,HCB,433.331131699374_261.7777474,433.331131699374,261.7777474,Bile acid biosynthesis; Carnitine shuttle,Lipid metabolism,Lipid metabolism,0.655167361221368,0.447643234742905,0.0653320524763726,-0.223448426623948,0.354112531576693,positive,Lipid metabolism,1,321,,Not-sig
186.112486734294_42.6109933361007,186.112486734294,42.6109933361007,C05475; C05478; C05487; C05587; C07453,Amino Acid & Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism,Lipid metabolism; Amino acid metabolism,Lipid metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.815276197048333,0.233840376843726,0.0145074169061501,-0.107605159342681,0.136619993154982,positive,Multiple/other,1,299,,HCB,186.112500250362_42.08583355,186.112500250362,42.08583355,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism,Lipid metabolism; Amino acid metabolism,Lipid metabolism; Amino acid metabolism,0.134911529115173,1.50451821545452,0.206673519810895,-0.0651336706122912,0.478480710234082,positive,Multiple/other,1,56,,Not-sig
186.112486734294_42.6109933361007,186.112486734294,42.6109933361007,C05475; C05478; C05487; C05587; C07453,Amino Acid & Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism,Lipid metabolism; Amino acid metabolism,Lipid metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.815276197048333,0.233840376843726,0.0145074169061501,-0.107605159342681,0.136619993154982,positive,Multiple/other,1,299,,HCB,186.113325914895_198.844808722486,186.113325914895,198.844808722486,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism,Lipid metabolism; Amino acid metabolism,Lipid metabolism; Amino acid metabolism,0.6670210233944,0.431237592458689,0.0652405487258351,-0.234106201763225,0.364587299214895,negative,Multiple/other,1,177,,Not-sig
249.061086687209_36.5855525298009,249.061086687209,36.5855525298009,C01762; CE5541,Amino Acid metab.,Purine metabolism; Tyrosine metabolism,Nucleotide metabolism; Amino acid metabolism,Nucleotide metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.870579893684839,-0.163068208280039,-0.00968209144380582,-0.126548496529765,0.107184313642153,positive,Multiple/other,1,311,,HCB,249.061518421442_190.68492820553,249.061518421442,190.68492820553,Purine metabolism; Tyrosine metabolism,Nucleotide metabolism; Amino acid metabolism,Nucleotide metabolism; Amino acid metabolism,0.0343921271060073,-2.13830246863532,-0.313924464722143,-0.604413390637788,-0.0234355388064977,negative,Multiple/other,1,27,,Sig. CHS only
249.061086687209_36.5855525298009,249.061086687209,36.5855525298009,C01762; CE5541,Amino Acid metab.,Purine metabolism; Tyrosine metabolism,Nucleotide metabolism; Amino acid metabolism,Nucleotide metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.870579893684839,-0.163068208280039,-0.00968209144380582,-0.126548496529765,0.107184313642153,positive,Multiple/other,1,311,,HCB,249.061006546454_60.39479769,249.061006546454,60.39479769,Purine metabolism; Tyrosine metabolism,Nucleotide metabolism; Amino acid metabolism; NA,Nucleotide metabolism; Other Combination of pathways,0.945123178797509,0.068967418457248,0.0100610445396032,-0.278589683510674,0.29871177258988,positive,Multiple/other,1,227,,Not-sig
112.039433690647_272.50235333631,112.039433690647,272.50235333631,C00025; C00217; C00847; C00870; C00906; C01879; C02220; C04281; C04282; C05938,Other,"Methionine and cysteine metabolism; Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Tryptophan metabolism; Alanine and Aspartate Metabolism; Urea cycle/amino group metabolism; Histidine metabolism; Tyrosine metabolism; Aspartate and asparagine metabolism; Vitamin B6 (pyridoxine) metabolism; Parathio degradation; Pyrimidine metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Tryptophan metabolism",NA,NA,hexachlorobenzene_impute,0.877024903131432,-0.154880333761661,-0.0097591663640269,-0.13378331368202,0.114264980953966,positive,Multiple/other,1,313,,HCB,112.039267750594_103.8579082,112.03926775059399,103.8579082,"Tyrosine metabolism; Urea cycle/amino group metabolism; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Glutathione Metabolism; Glutamate metabolism; Beta-Alanine metabolism; Arginine and Proline Metabolism; Histidine metabolism; Lysine metabolism; Aspartate and asparagine metabolism; Methionine and cysteine metabolism; Aminosugars metabolism; Alanine and Aspartate Metabolism; Vitamin B6 (pyridoxine) metabolism; Xenobiotics metabolism; Pyrimidine metabolism; Glutathione Metabolism; Arginine and Proline Metabolism; Aspartate and asparagine metabolism; Tryptophan metabolism",NA,NA,0.918871851036263,0.102056098913302,0.014764322450947,-0.271487403436718,0.301016048338612,positive,Multiple/other,1,220,,Not-sig
100.075740157339_31.7188017810714,100.075740157339,31.7188017810714,C00183; C00431; C00719; C02946; C03239; C04076,Amino Acid & CHO metab.,"Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.891733020812788,0.136232886184409,0.00824394634615526,-0.110864621667036,0.127352514359347,positive,Multiple/other,1,318,,HCB,118.086186883262_87.65033242,118.086186883262,87.65033242,"Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Lysine metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,0.264748143999175,1.12014783754698,0.158086923352351,-0.121163704549454,0.437337551254155,positive,Multiple/other,1,89,,Not-sig
100.075740157339_31.7188017810714,100.075740157339,31.7188017810714,C00183; C00431; C00719; C02946; C03239; C04076,Amino Acid & CHO metab.,"Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.891733020812788,0.136232886184409,0.00824394634615526,-0.110864621667036,0.127352514359347,positive,Multiple/other,1,318,,HCB,100.075635120414_46.51158097,100.075635120414,46.51158097,"Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Lysine metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,0.866749460106621,0.168126070696854,0.0249194935441319,-0.268357303231791,0.318196290320055,positive,Multiple/other,1,210,,Not-sig
431.31532312803_22.5661252392373,431.31532312803,22.5661252392373,arachdcrn; C17337; CE2203; CE2206; eicostetcrn,Lipid metab.,Carnitine shuttle; Bile acid biosynthesis,Lipid metabolism; Lipid metabolism; Metabolism of cofactors and vitamins,Lipid metabolism; Lipid metabolism; Metabolism of cofactors and vitamins,hexachlorobenzene_impute,0.894894546773501,-0.132231018119911,-0.00781750732013792,-0.12418314641015,0.108548131769874,positive,Multiple/other,1,319,,HCB,431.315360255116_36.34598075,431.315360255116,36.34598075,Carnitine shuttle; Bile acid biosynthesis,Lipid metabolism,Lipid metabolism,0.664880017816161,0.434192016998845,0.0606171764907138,-0.215623370147363,0.336857723128791,positive,Lipid metabolism,1,322,,Not-sig
196.096810323559_203.057543279885,196.096810323559,203.057543279885,C00486; C16586; CE1918; CE2173; CE5629,Amino Acid & Lipid metab.,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism; Tryptophan metabolism; Tyrosine metabolism,Lipid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism; Xenobiotics biodegradation and metabolism; Amino acid metabolism,Lipid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism; Xenobiotics biodegradation and metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.906350366719568,0.117747515403567,0.00722170373285085,-0.113497877483116,0.127941284948818,positive,Multiple/other,1,320,,HCB,196.096825646129_42.391167,196.096825646129,42.391167,C21-steroid hormone biosynthesis and metabolism; Tyrosine metabolism; Tyrosine metabolism; Tryptophan metabolism,Lipid metabolism; Metabolism of cofactors and vitamins; Amino acid metabolism; Xenobiotics biodegradation and metabolism; Amino acid metabolism,Lipid metabolism; Metabolism of cofactors and vitamins; Other Combination of pathways; Amino acid metabolism,0.641771951550307,0.466330017383607,0.0670056985564173,-0.217304162624018,0.351315559736852,positive,Multiple/other,1,171,,Not-sig
127.05027380537_261.182919786149,127.05027380537,261.182919786149,C00178; C01736; C02835; C05512; C15586,Amino Acid metab.,Histidine metabolism; Purine metabolism,Amino acid metabolism; Nucleotide metabolism; Nucleotide metabolism,Amino acid metabolism; Nucleotide metabolism; Nucleotide metabolism,hexachlorobenzene_impute,0.909624022753151,0.113613340314605,0.00709300685289906,-0.115789724253322,0.12997573795912,positive,Multiple/other,1,321,,HCB,127.050244003557_18.23611487,127.050244003557,18.23611487,Histidine metabolism; Purine metabolism,Amino acid metabolism; Nucleotide metabolism; Nucleotide metabolism,Amino acid metabolism; Nucleotide metabolism; Nucleotide metabolism,0.90814950032378,-0.115601543899512,-0.0172531985292663,-0.31256414200593,0.278057744947397,positive,Multiple/other,1,219,,Not-sig
189.123277948662_47.1220757851191,189.123277948662,47.1220757851191,C02727; C03415,Amino Acid & CHO metab.,Butanoate metabolism; Aspartate and asparagine metabolism,Carbohydrate metabolism; Amino acid metabolism,Carbohydrate metabolism; Amino acid metabolism,hexachlorobenzene_impute,0.920106354484514,0.100388348697866,0.00590065708005986,-0.10979228620306,0.12159360036318,positive,Multiple/other,1,322,,HCB,189.123360163293_87.42165556,189.123360163293,87.42165556,Butanoate metabolism; Aspartate and asparagine metabolism,Carbohydrate metabolism; Amino acid metabolism,Carbohydrate metabolism; Amino acid metabolism,0.401889715274279,0.841047592979044,0.121042275611371,-0.163724988868778,0.40580954009152,positive,Multiple/other,1,118,,Not-sig
97.0761721720639_72.6176376567768,97.0761721720639,72.6176376567768,C00077; C00515; C00534; C01602; C05827; C05828,Other,"Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism; Vitamin B6 (pyridoxine) metabolism; Histidine metabolism",NA,NA,hexachlorobenzene_impute,0.926474026452596,-0.0923633428860424,-0.00570028356859834,-0.127175203709721,0.115774636572524,positive,Multiple/other,1,323,,HCB,97.0760268605202_35.54111067,97.0760268605202,35.54111067,"Urea cycle/amino group metabolism; Glycine, serine, alanine and threonine metabolism; Aspartate and asparagine metabolism; Vitamin B6 (pyridoxine) metabolism; Histidine metabolism",NA,NA,0.796540807797783,0.258364212142,0.0387408258734805,-0.257954069363666,0.335435721110627,positive,Multiple/other,1,197,,Not-sig
118.086315590778_53.7073278721895,118.086315590778,53.7073278721895,C00183; C00431; C00719; C02946; C03239; C04076,Amino Acid & CHO metab.,"Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.953324568243379,-0.0585837463347064,-0.00363978206627707,-0.125928965326758,0.118649401194204,positive,Multiple/other,1,327,,HCB,118.086186883262_87.65033242,118.086186883262,87.65033242,"Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Lysine metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,0.264748143999175,1.12014783754698,0.158086923352351,-0.121163704549454,0.437337551254155,positive,Multiple/other,1,89,,Not-sig
118.086315590778_53.7073278721895,118.086315590778,53.7073278721895,C00183; C00431; C00719; C02946; C03239; C04076,Amino Acid & CHO metab.,"Glycine, serine, alanine and threonine metabolism; Arginine and Proline Metabolism; Urea cycle/amino group metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Other Combination of pathways; Amino acid metabolism,hexachlorobenzene_impute,0.953324568243379,-0.0585837463347064,-0.00363978206627707,-0.125928965326758,0.118649401194204,positive,Multiple/other,1,327,,HCB,100.075635120414_46.51158097,100.075635120414,46.51158097,"Valine, leucine and isoleucine degradation; Glycine, serine, alanine and threonine metabolism; Urea cycle/amino group metabolism; Arginine and Proline Metabolism; Lysine metabolism; Aspartate and asparagine metabolism",Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,Amino acid metabolism; Carbohydrate metabolism; Amino acid metabolism,0.866749460106621,0.168126070696854,0.0249194935441319,-0.268357303231791,0.318196290320055,positive,Multiple/other,1,210,,Not-sig
